,2022,2021,2020,2019,2018
ebit,2405000000,2257000000.0,1632000000.0,2924000000.0,1133000000.0
operatingIncome,2405000000,2257000000.0,1632000000.0,2924000000.0,1133000000.0
otherOperatingExpenses,67000000,-65000000.0,101000000.0,-377000000.0,1354000000.0
interestExpense,-188000000,-289000000.0,-332000000.0,-311000000.0,-353000000.0
extraordinaryItems,,,,,
nonRecurring,,,,,
otherItems,,,,,
incomeTaxExpense,8000000,160000000.0,-120000000.0,504000000.0,-1744000000.0
totalRevenue,28496000000,27784000000.0,26982000000.0,29135000000.0,30852000000.0
totalOperatingExpenses,26091000000,25527000000.0,25350000000.0,26211000000.0,29719000000.0
costOfRevenue,18879000000,18408000000.0,18513000000.0,19642000000.0,21621000000.0
totalOtherIncomeExpenseNet,-1529000000,1330000000.0,-2074000000.0,-1371000000.0,-865000000.0
discontinuedOperations,,,,,-104000000.0
netIncomeFromContinuingOps,868000000,3427000000.0,-322000000.0,1049000000.0,2012000000.0
netIncomeApplicableToCommonShares,868000000,3427000000.0,-322000000.0,1049000000.0,1908000000.0
investments,207000000.0,-45000000.0,-53000000.0,-13000000.0,65000000.0
changeToLiabilities,1707000000.0,1608000000.0,-225000000.0,-525000000.0,-27000000.0
totalCashflowsFromInvestingActivities,-2087000000.0,-2796000000.0,-2578000000.0,-3457000000.0,-1880000000.0
netBorrowings,-596000000.0,-2479000000.0,1899000000.0,1261000000.0,-1676000000.0
totalCashFromFinancingActivities,-1796000000.0,-3364000000.0,883000000.0,-1548000000.0,-5592000000.0
changeToOperatingActivities,-1528000000.0,-355000000.0,-911000000.0,-537000000.0,184000000.0
changeInCash,431000000.0,-289000000.0,545000000.0,-1008000000.0,-4508000000.0
repurchaseOfStock,-512000000.0,-213000000.0,-355000000.0,-2249000000.0,-3568000000.0
totalCashFromOperatingActivities,4593000000.0,5871000000.0,2240000000.0,3997000000.0,2964000000.0
depreciation,2480000000.0,2597000000.0,2625000000.0,2535000000.0,2576000000.0
otherCashflowsFromInvestingActivities,226000000.0,-98000000.0,21000000.0,341000000.0,111000000.0
dividendsPaid,-621000000.0,-625000000.0,-618000000.0,-608000000.0,-570000000.0
changeToInventory,-713000000.0,-1959000000.0,-527000000.0,46000000.0,-260000000.0
changeToAccountReceivables,-186000000.0,-591000000.0,-461000000.0,374000000.0,-220000000.0
otherCashflowsFromFinancingActivities,-67000000.0,-47000000.0,-43000000.0,-43000000.0,106000000.0
changeToNetincome,1815000000.0,1217000000.0,2183000000.0,2148000000.0,3319000000.0
capitalExpenditures,-3122000000.0,-2502000000.0,-2383000000.0,-2856000000.0,-2956000000.0
issuanceOfStock,,,,48000000.0,116000000.0
annualDilutedAverageShares,,1330000000.0,1294000000.0,1366000000.0,
effectOfExchangeRate,-279000000.0,-279000000.0,-279000000.0,-279000000.0,
